Number,Label,Name,minimizedAffinity,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf_ahb,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
11,0,111,-6.9110000000000005,-5.23,-0.275,-0.735,-1.3259999999999998,-5.23,-1.0190000000000001,-0.16,-1.986,-31.104,-6.192,0.626,-0.207,-51.163999999999994,-37.296,3.675,37.4216,1.8407,28.2204,-3.6917,0.4695,46.1334,2.0,-40.5015,1.2975,-4.3075,-2.1682,-34.3317,0.2213,17.2252,20.99,0.1675,3.5973,-104.95,21.3383,0.1385,2.3264,-23.8033,1.8269,137.7475,1.5214,-65.13813,-6.2272472,-76.202179,-11.01207,-29.17688,-14.220095,-76.28607199999999,-10.886182000000002,-29.450573,-4.091306200000001,-76.28607199999999,-10.886182000000002,-29.450571000000004,-100.20774,-76.28607199999999,-10.886182000000002,-29.450571000000004,-10.907141000000001,-76.28607199999999,-10.886182000000002,-29.450569
12,0,112,-7.05,-4.19,-0.221,-0.588,-1.062,-4.19,-0.40700000000000003,-0.271,-1.344,-29.248,-7.002999999999999,0.44299999999999995,-0.098,-48.54,-36.251999999999995,1.012,37.4112,0.6275,28.9943,-5.5975,2.5140000000000002,45.9194,1.632,-42.4552,2.3345,-5.1181,-1.0,-36.9717,0.4244,19.6,22.676,0.1739,2.9021,-113.38,24.0185,0.3154,0.3707,-24.7045,0.9690000000000001,136.6503,0.0,-58.895462,-5.9939752,-58.398312,-10.669492,-22.825052,-11.241665,-58.42519,-10.472166,-22.684662,-3.3377547,-58.42519,-10.472166,-22.684662,-82.285225,-58.42519,-10.472166,-22.684662,-10.485914999999999,-58.42519,-10.472166,-22.684662
13,0,113,-7.54,-4.652,-0.222,-0.611,-1.15,-4.652,-0.591,-0.264,-1.639,-24.951999999999998,-9.543,0.534,-0.012,-47.303000000000004,-34.495,4.419,49.2257,4.9479,33.6637,-3.6581,1.6482,50.8383,1.0,-48.2212,1.85,-7.9909,-1.0,-40.0805,0.4676,19.3537,23.06,0.2444,3.4619,-115.3,25.0588,0.203,1.2149,-26.4768,1.9653,123.3558,0.0,-76.077797,-6.0331779,-129.8916,-12.497357000000001,-24.710142,-13.530857999999998,-130.01529,-11.799516,-23.323574,-1.9648626,-130.01529,-11.799516,-23.323574,-114.3387,-130.01529,-11.799516,-23.323574,-11.777331,-130.01529,-11.799516,-23.323574
14,0,114,-7.597,-5.031000000000001,-0.24,-0.6609999999999999,-1.244,-5.031000000000001,-0.154,-0.465,-1.629,-23.18,-14.205,0.534,-0.027999999999999997,-53.364,-37.385,3.997,38.5578,2.5656,28.0107,-4.4785,1.9559,47.391000000000005,2.984,-39.1331,2.0424,-6.7076,-1.9916,-32.2329,0.7336,18.6024,22.404,0.4953,3.3063,-112.02,24.2081,0.3679,1.0925,-25.6684,1.8725,119.0976,0.0,-64.09623,-5.919959099999999,-127.99445,-12.48592,-23.968685,-13.300232999999999,-127.9217,-12.077554,-23.980463,-2.8897886,-127.9217,-12.077554,-23.980463,-100.27184,-127.9217,-12.077554,-23.980463,-12.055000999999999,-127.9217,-12.077554,-23.980463
15,0,115,-7.862,-4.333,-0.19699999999999998,-0.552,-1.0590000000000002,-4.333,-0.47100000000000003,-0.254,-1.4069999999999998,-28.1,-8.283,0.447,0.0,-50.571000000000005,-36.383,0.439,44.9096,6.1071,31.7489,-6.3734,1.5212,53.145,2.472,-47.6601,2.5941,-7.1966,-2.0,-40.1493,0.6611,19.1502,24.875999999999998,1.318,4.4078,-124.38,26.8117,1.2997,0.6335,-28.7449,1.9677,142.6724,0.0,-64.0429,-6.0309458,-142.59714,-12.550311,-25.910861999999998,-11.563799000000001,-142.50511,-12.633555,-23.086536,-2.3930887999999997,-142.50513,-12.633555,-23.086551999999998,-94.170662,-142.50508,-12.633555,-23.086605,-12.645622,-142.50513,-12.633555,-23.08654
16,0,116,-7.6,-5.337999999999999,-0.243,-0.68,-1.305,-5.337999999999999,-0.39,-0.401,-1.7630000000000001,-28.534000000000002,-10.982999999999999,0.488,-0.19899999999999998,-55.643,-39.516999999999996,7.103,49.6711,15.6764,31.5347,-12.3559,2.9905,49.8296,3.3448,-43.5354,2.9579,-8.5004,-3.0,-33.0368,0.7184,19.7401,21.886,0.0324,2.1135,-109.43,20.2328,0.4523,0.6158,-21.301,2.8103,100.1932,2.0656,-72.870827,-6.3657742,-146.07951,-13.060832000000001,-34.716663,-12.854697,-146.51701,-11.045124000000001,-31.972338,-2.6206853,-146.51701,-11.045124000000001,-31.972338,-114.17246000000002,-146.51701,-11.045124000000001,-31.972338,-11.074982,-146.51701,-11.045124000000001,-31.972338
17,0,117,-7.524,-5.857,-0.27899999999999997,-0.769,-1.4480000000000002,-5.857,-1.194,-0.16,-2.104,-33.564,-7.9079999999999995,0.528,-0.063,-55.898999999999994,-41.472,8.123,40.8243,1.7052,31.0206,-3.5228,-0.0115,47.5736,1.0,-45.0496,1.8818,-7.8817,-1.6736,-36.406,0.6245,20.8077,24.188000000000002,0.3487,3.0316,-120.94,25.061,0.1814,0.5575,-25.7999,1.9584,117.7692,0.0,-73.768776,-6.2131529,-34.220051,-11.339992,-33.252186,-13.629644,-33.493881,-10.396172,-29.877563000000002,-4.30301,-33.494385,-10.396172,-29.875823999999998,-94.715385,-33.493118,-10.396172,-29.879603999999997,-10.746928,-33.494591,-10.396172,-29.877468
18,0,118,-7.016,-5.237,-0.249,-0.688,-1.295,-5.237,-1.546,0.0,-1.831,-38.032,-3.24,0.528,0.0,-55.68600000000001,-41.272,3.0269999999999997,33.1755,4.6519,25.1339,-5.5048,-0.5306,43.2054,2.0,-38.236999999999995,2.4796,-5.8421,-1.0,-32.6141,0.6863,18.6924,24.918000000000003,1.4138,4.8118,-124.59,25.4446,1.2826,1.2502,-27.9774,1.9781,135.8173,0.0,-65.083168,-6.469728900000001,-13.678555,-10.926084,-34.569511,-13.767876999999999,-13.484886,-10.429959,-32.673676,-3.8102555000000002,-13.484886,-10.429959,-32.673676,-93.451614,-13.484885,-10.429959,-32.673676,-10.464018,-13.484886,-10.429959,-32.673676
19,0,119,-7.4670000000000005,-4.54,-0.22699999999999998,-0.616,-1.136,-4.54,-1.021,-0.27899999999999997,-1.063,-24.679000000000002,-8.365,0.466,-0.154,-42.251000000000005,-33.044000000000004,8.372,38.0112,2.7614,29.4142,-7.6082,2.4133,49.5733,1.8880000000000001,-45.231,2.2347,-4.5089999999999995,-1.0,-40.4432,0.4831,21.441,24.61,0.0699,3.0991,-123.05,25.6112,0.2047,0.8369,-26.6529,0.9305,154.401,0.0,-63.299347,-6.179199700000001,-54.937073,-11.135446,-28.115478999999997,-12.277766,-54.91040400000001,-11.420144,-27.474998,-2.9244859,-54.910191000000005,-11.420144,-27.475184999999996,-101.0732,-54.910313,-11.420144,-27.474860999999997,-11.388983999999999,-54.910247999999996,-11.420144,-27.474698999999998
20,0,120,-7.402,-4.727,-0.225,-0.621,-1.169,-4.727,-1.9769999999999999,0.0,-1.26,-40.617,-0.09,0.5770000000000001,-0.023,-49.083,-40.707,9.103,45.6898,0.0,35.8973,-3.7673,0.0984,50.1235,0.0,-50.8906,2.0347,-7.9135,0.0,-43.1191,0.2471,20.607,23.962,0.179,3.176,-119.81,23.7892,0.0901,1.155,-25.0343,0.9761,161.1475,1.0,-78.812668,-6.2681212,20.264677,-10.486697999999999,-28.051471999999997,-13.786176000000001,20.294487,-10.109383,-24.969395000000002,-4.440711,20.294485,-10.109383,-24.969391,-102.40932,20.294487,-10.109383,-24.969393,-10.118405000000001,20.294487,-10.109383,-24.969393
21,0,121,-7.61,-5.252000000000001,-0.25,-0.69,-1.2990000000000002,-5.252000000000001,-1.286,0.0,-1.855,-38.515,-4.084,0.526,-0.098,-56.593,-42.599,5.048,37.4006,8.9563,29.5618,-13.0069,0.8038,47.6398,3.0,-41.298,2.8281,-5.2847,-2.0,-35.3708,0.5629,17.8008,21.01,0.0058,3.2034,-105.05,25.0965,0.1046,0.9633,-26.1644,1.9681,120.60600000000001,0.0,-74.57285300000001,-6.729557000000001,-45.618919,-11.788403,-33.95966,-13.647735,-45.556911,-11.202552,-33.221752,-5.2070713,-45.556915000000004,-11.202552,-33.221752,-104.13219000000001,-45.556915000000004,-11.202552,-33.221752,-11.211339,-45.556915000000004,-11.202552,-33.221752
22,0,201,-9.304,-5.436,-0.209,-0.619,-1.2770000000000001,-5.436,-1.25,-0.344,-1.526,-36.967,-5.941,0.45899999999999996,-0.036000000000000004,-57.986000000000004,-42.908,5.581,53.4502,4.9229,36.9279,-2.701,0.4523,56.6562,2.4691,-50.4399,0.7371,-8.2319,-3.0,-43.2014,3.6666,19.5788,25.57,3.5581,2.4331,-127.85,18.9448,3.5547,2.0246,-24.5242,2.7561,145.9616,2.8276,-76.625702,-6.7349072,-139.40565,-15.61336,-37.559132,-14.756018,-139.76125,-10.963107,-36.777763,-3.8192432000000003,-139.76125,-10.963107,-36.777763,-114.87633999999998,-139.76125,-10.963107,-36.777763,-10.870513,-139.76125,-10.963107,-36.777763
23,0,202,-8.648,-5.4079999999999995,-0.21600000000000003,-0.633,-1.2819999999999998,-5.4079999999999995,-1.01,-0.187,-1.671,-33.957,-8.017999999999999,0.498,-0.138,-57.99,-41.975,2.412,51.7871,4.0357,36.6457,-2.6234,-0.0129,53.9524,0.9913,-53.4507,1.3886,-5.3023,-1.0,-49.6428,2.7185,22.8969,27.351999999999997,3.0632,1.3919,-136.76,19.4296,4.1102,0.7835,-24.3233,0.978,178.0797,2.0541,-69.4058,-6.2625947,-114.78663,-12.980305,-32.640575,-12.070672,-115.35191999999999,-13.020074000000001,-29.71022,-5.5651226,-115.35213999999999,-13.020074000000001,-29.7099,-97.509438,-115.36077,-13.020074000000001,-29.703642,-12.866378,-115.35588999999999,-13.020074000000001,-29.708417999999998
24,0,203,-9.285,-5.398,-0.20800000000000002,-0.615,-1.268,-5.398,-0.9129999999999999,-0.191,-1.584,-35.765,-8.285,0.45899999999999996,-0.139,-60.613,-44.05,2.5340000000000003,42.7225,0.4818,33.4558,-4.3126,0.5515,57.2997,1.5584,-54.6222,1.1926,-5.0407,-3.5235,-47.468,0.6759999999999999,24.2959,28.776,3.2532,1.2269,-143.88,22.3355,2.9946,0.9098,-26.2399,2.6775,162.8678,2.8276,-81.944519,-6.5169239,-130.66795,-14.430771,-33.638985,-14.222356,-130.86196999999999,-14.472230999999999,-32.298378,-5.3800063,-130.87552,-14.472230999999999,-32.289303000000004,-127.13223,-130.87576,-14.472230999999999,-32.290436,-14.378723,-130.87576,-14.472230999999999,-32.290436
25,0,205,-8.123,-4.533,-0.20600000000000002,-0.5770000000000001,-1.1079999999999999,-4.533,-1.499,-0.035,-1.8230000000000002,-33.231,-0.826,0.633,-0.025,-46.041000000000004,-34.056,1.645,45.5788,2.708,32.7667,-3.2955,1.112,53.5332,1.0,-52.3026,1.0088,-7.7025,-1.0,-45.9782,1.8978,21.6154,23.471999999999998,0.1104,1.7462,-117.36,18.2466,1.2269,1.4008,-20.8743,0.9528,145.9527,1.9001,-68.581398,-6.2351789,-46.452797,-11.176926,-31.508932,-14.068547,-46.359238,-10.657117,-31.360306,-4.977500900000001,-46.358456,-10.657117,-31.360819,-94.58161199999999,-46.362064000000004,-10.657117,-31.367468,-10.666597,-46.362068,-10.657117,-31.367464000000002
26,0,206,-8.757,-6.526,-0.284,-0.807,-1.578,-6.526,-1.732,-0.4,-2.191,-33.835,-7.189,0.5770000000000001,-0.01,-58.468,-41.023999999999994,1.6880000000000002,48.4488,0.7524,37.4463,-2.4476,-1.3446,62.3244,1.1027,-60.503,0.7605,-6.9678,-3.0,-54.3085,2.4448,26.1274,26.781999999999996,0.0042,0.6504,-133.91,23.5581,0.0134,0.6351,-24.2067,1.5206,162.0935,2.077,-79.749489,-6.832735499999999,-90.294983,-14.219763,-29.921707,-17.335297,-90.181236,-12.890845,-28.717758,-4.3353252,-90.181236,-12.890845,-28.717758,-117.58613999999999,-90.181236,-12.890845,-28.717758,-12.903963000000001,-90.181236,-12.890845,-28.717758
27,0,207,-9.963,-5.519,-0.172,-0.5479999999999999,-1.236,-5.519,-1.08,-0.18899999999999997,-1.075,-46.586000000000006,-8.391,0.5479999999999999,-0.135,-72.999,-54.977,7.002999999999999,58.0998,4.9352,42.9597,-2.6946,-3.2103,65.6913,1.0,-65.2303,1.8775,-9.1434,-1.0,-58.9012,1.6677,37.1808,41.61600000000001,3.8352,0.6,-208.08,29.218000000000004,3.9994,0.4559,-33.6733,1.1037,255.4209,2.1006,-92.148048,-7.7463646,-56.00655,-14.729047,-46.437431,-16.264668,-56.020088,-13.304426000000001,-44.548103000000005,-6.0967131,-56.020084,-13.304426000000001,-44.548103000000005,-110.87879,-56.020088,-13.304426000000001,-44.548103000000005,-13.238935000000001,-56.020084,-13.304426000000001,-44.548103000000005
28,0,208,-10.136000000000001,-5.407,-0.18,-0.56,-1.228,-5.407,-1.207,-0.16,-1.375,-41.802,-6.242999999999999,0.48700000000000004,-0.125,-64.623,-48.045,8.082,49.8857,2.3223,38.1344,-3.5087,-1.3627,74.0267,1.1828,-71.9286,1.0119,-6.8425,-1.9393,-65.8922,1.9375,32.5384,36.852,2.6671,1.6465,-184.26,27.6108,3.6876,0.1186,-31.416999999999998,0.9932,244.1469,2.3225,-118.55285,-7.0008717,-194.27451000000002,-13.898629999999999,-31.194231,-19.047092000000003,-193.98213,-12.241922,-30.142401,-6.829500200000001,-193.98213,-12.241922,-30.142401,-137.71878,-193.98213,-12.241922,-30.142401,-12.242558,-193.98213,-12.241922,-30.142401
29,0,210,-9.823,-5.685,-0.203,-0.616,-1.3119999999999998,-5.685,-1.1340000000000001,-0.182,-1.411,-37.287,-8.838,0.41,-0.177,-63.066,-46.126000000000005,5.115,55.9317,2.9325,39.760999999999996,-2.6319,0.9598,61.4722,1.4031,-59.3198,1.3301,-3.7021,-2.7525,-55.224,2.1233,28.447,32.334,2.5887,1.2983,-161.67,23.0587,2.6626,0.9844,-26.7057,1.1938,195.0036,2.1785,-101.39678,-7.125358599999999,-117.07576999999999,-14.617992999999998,-27.338240000000003,-18.447063,-116.92866000000001,-13.116783999999999,-25.888992000000002,-5.5294805,-116.92866000000001,-13.116783999999999,-25.888992000000002,-124.40691000000001,-116.92866000000001,-13.116783999999999,-25.888992000000002,-13.136872,-116.92866000000001,-13.116783999999999,-25.888992000000002
30,0,211,-9.974,-4.853,-0.16699999999999998,-0.514,-1.111,-4.853,-1.879,0.0,-1.145,-39.42,-1.04,0.389,-0.092,-52.104,-40.46,6.569,44.1642,0.7518,34.666,-2.8249,-1.4285,65.6048,1.3013,-63.2217,1.0012,-3.2478,-1.9343,-59.4722,0.8271,28.9758,33.562,2.2192,2.367,-167.81,26.5999,2.6236,1.7097,-30.9331,1.4105,221.6092,2.0259,-68.919853,-7.195344900000001,-99.841316,-13.510532999999999,-37.477074,-15.965626,-99.784653,-15.210412,-35.925819,-7.4532933,-99.78463,-15.210412,-35.925831,-120.88325,-99.784637,-15.210412,-35.925827000000005,-15.2005,-99.784615,-15.210412,-35.925841999999996
31,0,212,-7.62,-5.44,-0.247,-0.693,-1.33,-5.44,-0.9670000000000001,-0.18100000000000002,-1.8019999999999998,-32.147,-8.355,0.5429999999999999,-0.17300000000000001,-53.851000000000006,-40.501999999999995,6.436,50.1133,5.3454,33.2103,-2.4635,1.5672,54.6867,2.536,-47.4551,0.3015,-8.5555,-2.0,-38.7939,0.9576,21.5859,23.338,0.1206,1.6315,-116.69,17.3117,0.5,1.2947,-19.1063,1.7422,117.1196,2.303,-86.97820300000001,-6.736748700000001,-110.19358000000001,-12.210787,-36.310696,-15.189827,-110.13122,-10.952202999999999,-36.217022,-4.460525,-110.13122,-10.952202999999999,-36.217022,-110.7798,-110.13122,-10.952202999999999,-36.217022,-10.888846000000001,-110.13122,-10.952202999999999,-36.217022
32,0,213,-7.987,-5.371,-0.244,-0.684,-1.3130000000000002,-5.371,-0.9940000000000001,-0.18600000000000003,-1.8940000000000001,-29.888,-7.077000000000001,0.401,-0.141,-50.851000000000006,-36.965,2.575,49.2146,5.4521,34.4152,-3.636,0.0776,48.658,1.0,-47.4217,1.1092,-8.4116,-1.953,-40.157,1.599,19.6044,22.99,1.3419,2.0437,-114.95,16.5949,0.8438,1.6126,-19.0513,1.4259,120.3661,2.0602,-71.782829,-6.0066819,-104.53959,-11.883355,-25.260435,-13.124744,-104.43079,-12.03999,-25.317755,-3.5152608999999995,-104.43079,-12.03999,-25.317755,-103.51077,-104.4308,-12.03999,-25.317747,-12.043702,-104.43079,-12.03999,-25.317751
33,0,301,-7.537999999999999,-5.728,-0.337,-0.866,-1.494,-5.728,-0.8909999999999999,-0.122,-2.7710000000000004,-27.489,-3.798,0.0,0.0,-40.802,-31.287,4.837,41.8335,7.0341,25.6267,-1.7044,1.2670000000000001,46.5612,2.0,-40.7868,0.1982,-4.1342,-2.0,-36.0698,0.3197,16.4434,18.494,1.3903,0.6602,-92.47,16.3976,1.8973,0.5569,-18.8518,0.9746,117.8618,1.4348,-52.42041,-5.738563500000001,12.857202000000001,-9.7342062,-24.763714,-13.527826999999998,12.984088,-9.4483652,-24.064320000000002,-1.8760487000000001,12.984086999999999,-9.4483652,-24.064322,-79.966736,12.984079,-9.4483652,-24.064329,-9.4311895,12.984074,-9.4483652,-24.064335
34,0,302,-6.379,-3.915,-0.23,-0.5920000000000001,-1.021,-3.915,-1.3730000000000002,0.0,-1.8430000000000002,-21.826,-2.9330000000000003,0.925,-0.09300000000000001,-26.092,-24.759,3.693,41.8066,2.9637,28.9291,-2.9785,2.0439,37.9365,1.0,-36.0968,0.6163,-2.2806,-1.0,-34.3565,1.8174,12.0019,16.124000000000002,2.3801,1.742,-80.62,16.4185,1.9574,0.6281,-19.0041,0.8596,130.3674,1.7969,-58.569340000000004,-5.8076949,-96.11013,-9.3548231,-22.551182,-14.913286,-96.073708,-9.880049699999999,-23.053255,-3.0368407000000004,-96.073708,-9.880049699999999,-23.053253,-82.858879,-96.073715,-9.880049699999999,-23.053257000000002,-9.873688699999999,-96.073708,-9.880049699999999,-23.053255
