Number,Label,Name,minimizedAffinity,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf_ahb,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
11,1,CHEMBL1091440,-9.327,-10.599,-0.312,-1.01,-2.342,-10.599,-6.255,-0.094,-1.6469999999999998,-57.187,-1.9140000000000001,0.545,0.0,-79.61399999999999,-59.101000000000006,3.5410000000000004,60.8819,0.7624,50.3027,-8.1682,-0.8785,67.4762,0.1787,-69.8774,1.4976,0.7414,-0.1781,-74.0933,0.2215,35.0311,43.156000000000006,4.7805,3.3444,-215.78,35.3646,4.4949,1.6601,-41.5197,0.708,313.3813,1.1682,-86.455444,-8.6625147,83.045982,-11.527078,-36.79985,-23.932631,83.000404,-13.414169000000001,-36.093002,-7.901505,83.00125899999999,-13.414169000000001,-36.092471999999994,-130.03346000000002,82.998398,-13.414169000000001,-36.090645,-13.409908999999999,83.002998,-13.414169000000001,-36.093941
12,1,CHEMBL1093055,-8.874,-10.185,-0.318,-1.011,-2.281,-10.185,-6.032,-0.16,-1.6580000000000001,-49.356,-3.0810000000000004,0.594,0.0,-69.046,-52.437,4.926,-4.4677,0.8608,46.2305,-5.4385,-63.457,70.6832,0.6012,-70.7733,0.973,-0.75,-0.6113,-71.8287,0.2896,31.0086,40.328,5.7528,3.5666,-201.64,29.733,6.9894,0.84,-37.5624,0.6895,283.0501,1.3037,-107.53821,-8.465874699999999,66.71611800000001,-11.961945,-39.042442,-30.261290000000002,67.005608,-13.362589999999999,-38.203838,-8.58957,67.005341,-13.362589999999999,-38.202553,-147.98801,67.004723,-13.362589999999999,-38.202156,-13.359542999999999,67.00621,-13.362589999999999,-38.20348
13,1,CHEMBL1093772,-9.368,-9.249,-0.34299999999999997,-1.028,-2.153,-9.249,-4.087,-0.32,-2.687,-46.266000000000005,-1.973,0.45399999999999996,0.0,-69.227,-48.239,10.11,45.0579,1.062,38.2708,-5.2038,-3.4227,80.5888,0.0,-76.3375,0.6138,-5.4178,0.0,-73.6577,0.2255,34.7982,36.872,0.0059,2.0679,-184.36,29.2913,0.154,0.3434,-29.7886,0.8877,214.3681,1.4599,-103.73353,-7.629081200000001,25.411934,-11.279580000000001,-40.115063,-22.125032,25.294617000000002,-11.652047999999999,-37.349517999999996,-7.6934867,25.293459,-11.652047999999999,-37.346352,-129.46577,25.282242,-11.652047999999999,-37.337486,-11.598592,25.292246,-11.652047999999999,-37.345397999999996
14,1,CHEMBL1093774,-8.525,-8.841000000000001,-0.305,-0.937,-2.024,-8.841000000000001,-4.735,0.0,-1.973,-44.724,-3.22,0.586,0.0,-65.607,-47.943999999999996,3.2310000000000003,45.1334,0.0639,38.0967,-9.4917,2.1782,55.591,0.6664,-54.5266,1.3667,-2.8062,-1.0,-54.4172,1.4562,28.8126,34.361999999999995,3.3218,2.2276,-171.81,29.8154,3.5788,1.111,-34.5052,0.08,272.1561,1.2048,-85.903564,-8.171348599999998,6.6845474000000005,-11.909726,-35.639854,-22.397234,6.7281742,-12.173743,-35.363083,-6.8232565,6.7254457,-12.173743,-35.359901,-127.92233,6.7210464000000005,-12.173743,-35.355915,-12.177402,6.7285805,-12.173743,-35.363171
15,1,CHEMBL1094208,-10.777000000000001,-10.285,-0.34299999999999997,-1.065,-2.3369999999999997,-10.285,-5.426,-0.145,-2.049,-49.007,-3.365,0.29100000000000004,0.0,-81.692,-52.372,2.487,62.0213,1.1507,49.0796,-4.274,-2.3398,81.6071,0.0,-80.3452,1.0738,-0.1458,0.0,-82.3042,0.0656,41.728,45.56,0.1518,3.6802,-227.8,32.1252,1.6416,1.4549,-35.2218,0.0,289.2907,1.6036,-95.225624,-8.245647400000001,193.28185,-11.938825,-44.414840999999996,-22.88879,193.34785,-12.616169000000001,-43.221138,-9.5921602,193.35266000000001,-12.616169000000001,-43.222054,-139.9028,193.34877,-12.616169000000001,-43.221577,-12.618999,193.34923,-12.616169000000001,-43.2215
16,1,CHEMBL1094209,-10.63,-10.585,-0.365,-1.121,-2.424,-10.585,-5.372000000000001,-0.171,-2.378,-48.8,-3.72,0.33399999999999996,0.0,-78.13,-52.52,8.12,56.9249,1.6997,45.6734,-6.1065,-1.4692,77.6743,0.0,-77.1359,1.8221,-5.6766,0.0,-73.8511,0.1387,38.7376,43.424,1.5899,3.0964,-217.12,34.4285,1.7304,1.3682,-37.5272,0.8246,286.9493,1.6718,-102.77889,-7.924598700000001,182.78725,-11.755177,-41.044884,-21.950338000000002,182.74275,-12.39609,-40.544098,-9.0750704,182.74577,-12.39609,-40.548206,-130.26985,182.74405,-12.39609,-40.544334,-12.391505,182.74501,-12.39609,-40.544773
17,1,CHEMBL1094797,-6.837000000000001,-7.276,-0.26899999999999996,-0.8079999999999999,-1.694,-7.276,-4.41,0.0,-1.455,-41.457,0.623,0.588,-0.02,-48.091,-40.834,7.901,46.5325,0.0,38.17,-5.8956,-0.0556,53.806999999999995,0.512,-52.1079,1.4097,9.1839,-1.0,-61.8345,0.10400000000000001,23.7954,31.338,5.9054,1.6372,-156.69,30.2305,5.9408,0.4641,-36.6353,0.978,270.1535,1.4529,-72.402924,-7.790723299999999,-17.813545,-10.005722,-32.129954999999995,-24.258426999999998,-17.790892000000003,-11.271547,-30.759512,-8.0462551,-17.791677,-11.271547,-30.758806,-124.19706000000001,-17.791605,-11.271547,-30.758999,-11.270946,-17.791815,-11.271547,-30.758812
18,1,CHEMBL1215549,-7.394,-7.801,-0.325,-0.938,-1.867,-7.801,-3.258,0.0,-2.841,-41.397,-0.6729999999999999,0.47,0.0,-58.843999999999994,-42.071000000000005,2.487,47.0298,0.0,34.8725,-2.9648,2.045,59.555,0.0,-60.8091,1.0271,-5.4169,-0.4043,-55.9954,0.1287,30.5547,33.496,0.7793,2.162,-167.48,26.2599,0.3841,1.2535,-27.8975,0.0,223.2014,1.4442,-70.403015,-7.349663700000001,-27.237078000000004,-9.598365800000002,-35.219437,-19.476862,-27.241707,-9.676219,-33.85989,-7.5959682,-27.240934000000003,-9.676219,-33.860271000000004,-106.35996999999999,-27.240786,-9.676219,-33.862255,-9.6731358,-27.244768,-9.676219,-33.858444
19,1,CHEMBL131681,-8.976,-9.337,-0.424,-1.189,-2.282,-9.337,-4.0889999999999995,-0.18600000000000003,-2.6519999999999997,-45.181999999999995,-2.285,0.192,0.0,-72.792,-47.467,-0.061,52.8405,0.0,39.6726,-1.0124,-0.6969,60.8775,0.0,-61.1804,0.1515,-2.8453,-0.0753,-59.3669,0.1636,26.4399,27.526,0.9016,0.1845,-137.63,34.5056,0.6611,0.2487,-35.4154,0.9953,227.4443,0.0,-73.242378,-6.9279741999999995,46.695755,-10.750357000000001,-29.893584999999998,-19.457705999999998,46.665794,-10.309932,-29.041653000000004,-6.2177715,46.668255,-10.309932,-29.043381,-96.24604000000001,46.66885,-10.309932,-29.044204999999998,-10.307514,46.668316,-10.309932,-29.043728
20,1,CHEMBL131855,-9.045,-8.687999999999999,-0.414,-1.141,-2.148,-8.687999999999999,-4.266,0.0,-2.477,-41.61,-0.501,0.21100000000000002,0.0,-62.753,-42.111000000000004,-0.067,26.4753,0.0,38.7048,-0.737,-26.0068,58.5897,0.912,-56.0648,0.1057,-4.002,-1.0,-52.5816,0.0985,24.6467,26.322,0.1996,1.4757,-131.61,36.9513,0.1119,1.2405,-38.3037,1.8985,226.3479,0.0,-90.105423,-7.2309546000000005,-39.768265,-10.396462,-37.474621,-21.284302,-39.741413,-9.7470694,-35.403141,-7.352869999999999,-39.74004,-9.7470694,-35.403053,-108.84705,-39.739758,-9.7470694,-35.404148,-9.719615899999999,-39.7407,-9.7470694,-35.403053
21,1,CHEMBL132889,-9.499,-8.867,-0.386,-1.0959999999999999,-2.144,-8.867,-3.992,-0.049,-2.505,-46.475,-1.1740000000000002,0.17800000000000002,0.0,-69.01100000000001,-47.648999999999994,2.217,53.3637,0.0,41.0285,-1.5607,-1.4898,63.2264,0.0,-63.6132,0.1937,-3.6877,-0.7222,-60.6486,0.1874,27.21,28.392,0.15,1.032,-141.96,33.6584,0.073,0.7994,-34.5309,0.9804,220.3113,0.0,-83.556053,-7.751443400000001,41.506668,-10.683133,-40.259212,-18.731651,41.556366,-10.996532,-38.388103,-7.812219099999999,41.556713,-10.996532,-38.388474,-111.11636000000001,41.553337,-10.996532,-38.385914,-10.981237,41.555515,-10.996532,-38.387423999999996
22,1,CHEMBL134260,-8.957,-8.885,-0.423,-1.167,-2.197,-8.885,-4.238,0.0,-2.443,-43.922,-1.443,0.20800000000000002,0.0,-69.51100000000001,-45.364,-0.265,51.9358,0.0,39.9084,-1.5202,-1.4181,59.261,0.975,-56.637,0.1507,-5.2683,-0.8168,-52.1385,0.1246,26.4691,27.374000000000002,0.003,0.9019,-136.87,34.6349,0.0649,0.6317,-35.3315,0.9332,228.5019,0.0,-83.512321,-7.110405900000001,-48.533859,-10.286877,-35.887764000000004,-23.354097,-48.473087,-9.3793669,-34.905319,-7.1363616,-48.473476,-9.3793669,-34.904095,-103.7493,-48.473929999999996,-9.3793669,-34.905071,-9.3761559,-48.473335,-9.3793669,-34.904594
23,1,CHEMBL134277,-5.871,-8.996,-0.321,-0.976,-2.076,-8.996,-4.919,0.0,-1.7619999999999998,-40.726,-1.858,0.0,0.0,-83.04700000000001,-42.583,0.537,-2.9243,0.0,0.8792,-5.3981,1.265,31.6679,0.0,-31.3104,0.7479,5.4614,-0.5257,-38.3126,0.0399,18.3652,29.826,10.1302,1.3305,-149.13,33.247,11.964,1.0281,-46.239,0.3599,338.0937,0.0,-85.28598000000001,-7.325325,17.830494,-10.295294,-24.951273,-24.161486,17.825277,-12.051186999999999,-24.208279,-10.099993,17.831592999999998,-12.051186999999999,-24.209001999999998,-112.63645,17.827499,-12.051186999999999,-24.214666,-12.050848,17.825321,-12.051186999999999,-24.202253
24,1,CHEMBL1393,-6.632000000000001,-7.912000000000001,-0.273,-0.838,-1.8119999999999998,-7.912000000000001,-3.508,-0.09699999999999999,-2.3280000000000003,-30.858,-3.67,0.114,0.0,-37.431,-34.528,7.48,46.7254,0.0,37.5408,-0.8303,-4.0628,51.7714,0.0,-53.2073,0.7208,7.1767,0.0,-62.5342,0.3319,20.1237,30.291999999999998,6.5645,3.6038,-151.46,26.3642,7.3557,3.6039999999999996,-37.3239,0.8190000000000001,275.0606,1.2006,-91.495689,-7.7097425,34.517497999999996,-11.638631,-22.867918,-28.30105,34.451298,-13.624232000000001,-21.782814000000002,-10.537073,34.450909,-13.624232000000001,-21.783697,-133.73206000000002,34.450493,-13.624232000000001,-21.780983,-13.630831,34.451042,-13.624232000000001,-21.783644
25,1,CHEMBL141524,-5.968,-7.152,-0.247,-0.758,-1.6380000000000001,-7.152,-4.85,0.0,-1.02,-30.86,0.8809999999999999,0.128,0.0,-36.95,-29.979,12.954,-35.8802,0.0,1.4976,-2.3756,-35.5638,47.2928,0.0,-50.28,1.5015,-5.0953,-1.0,-46.7052,0.1982,21.0978,30.158,4.479,4.5812,-150.79,34.4005,4.1464,4.6434,-43.1903,0.0,346.0922,1.0869,-82.23246,-5.8425012,30.371578000000003,-10.709617,-4.749217,-25.518984,30.380622999999996,-11.836210000000001,-3.8892152,-7.4547906,30.381690999999996,-11.836210000000001,-3.8895502,-112.28635,30.376593,-11.836210000000001,-3.8856227,-11.834761,30.381998,-11.836210000000001,-3.8891351000000003
26,1,CHEMBL158091,-9.732999999999999,-9.623,-0.275,-0.899,-2.112,-9.623,-4.986000000000001,-0.319,-2.274,-32.525,-3.8369999999999997,0.157,0.0,-73.286,-36.361,11.079,-30.6115,0.0299,21.2459,-3.9435,-55.9111,58.3089,0.0,-61.044,1.3685,6.9103,0.0,-70.5781,0.4571,25.6254,37.334,8.4275,3.2811,-186.67,29.9852,10.6607,3.2396,-43.8855,1.8832,310.9652,1.6669999999999998,-92.753311,-7.6961078999999994,129.72081,-10.683316,-19.33704,-29.967287,129.73911,-14.106448,-19.095873,-11.167245,129.73266999999998,-14.106448,-19.085764,-151.45789,129.73553,-14.106448,-19.092892000000003,-14.102944,129.73247,-14.106448,-19.087244000000002
27,1,CHEMBL1676,-10.008,-10.945,-0.29600000000000004,-0.986,-2.374,-10.945,-5.876,-0.129,-2.342,-51.028999999999996,-2.294,0.35600000000000004,-0.06,-61.82,-53.323,14.203,45.8301,0.0,49.9134,-2.838,-19.9629,86.1837,0.0,-87.0077,0.5997,-5.2283,0.0,-84.4422,0.5067,45.2384,48.27,0.9641,2.0675,-241.35,39.4896,2.7839,0.6074,-42.8809,0.9740000000000001,341.5066,2.269,-95.359177,-9.232502,189.8577,-10.123959,-43.038414,-29.888030999999998,189.91603,-13.908071,-42.014221,-11.023117,189.92661999999999,-13.908071,-42.000534,-157.62001,189.9057,-13.908071,-42.013884999999995,-13.905298000000002,189.9187,-13.908071,-41.990364
28,1,CHEMBL182842,-10.158999999999999,-10.043,-0.287,-0.9390000000000001,-2.205,-10.043,-6.024,-0.272,-1.6159999999999999,-44.236000000000004,-4.095,0.6940000000000001,0.0,-61.193000000000005,-48.331,11.835,67.7065,2.0348,54.2789,-8.0825,-0.8792,95.764,2.992,-87.6381,2.7533,1.6155,-3.0,-88.8236,0.4775,21.7486,40.658,14.3211,4.5882,-203.29,33.1521,13.1107,0.8771,-47.1399,0.0,386.5052,1.3911,-70.32022099999999,-8.9370451,21.886229,-10.339655,-40.617329,-31.482965000000004,21.884134,-14.865142,-39.695908,-11.508427000000001,21.882116,-14.865142,-39.69545,-176.06982,21.882097,-14.865142,-39.696243,-14.856971,21.884017999999998,-14.865142,-39.697201
29,1,CHEMBL184109,-11.6,-11.127,-0.371,-1.153,-2.528,-11.127,-6.097,-0.158,-1.974,-57.248999999999995,-2.6210000000000004,0.35700000000000004,0.0,-96.535,-59.87,3.713,55.1037,1.4836,52.6345,-8.6519,-10.1005,82.0304,0.0,-82.7306,1.3348,1.1211,0.0,-86.1292,0.052000000000000005,44.4214,45.836000000000006,0.1976,1.217,-229.18,42.093,2.0466,0.8621,-45.0017,1.4544,329.5398,1.5203,-101.74098000000001,-8.9996395,92.28923,-12.612428999999999,-48.139656,-29.448266999999998,92.31021899999999,-13.058943,-46.595833,-9.8299446,92.309853,-13.058943,-46.595436,-143.94948,92.308487,-13.058943,-46.594691999999995,-13.051297,92.311821,-13.058943,-46.596859
30,1,CHEMBL184313,-7.7170000000000005,-8.243,-0.33,-0.9640000000000001,-1.954,-8.243,-4.72,0.0,-2.124,-33.704,-1.325,0.485,0.0,-43.157,-35.029,2.53,18.2019,0.8959,25.7686,-5.2542,-12.8716,55.9262,0.9913,-54.6411,0.8557,0.8263,-1.0,-56.5732,0.0,16.6039,27.101999999999997,10.323,0.1751,-135.51,33.53,9.8183,0.2642,-43.6125,1.4752,317.7087,1.5494,-79.046257,-6.6620364,28.953287,-10.266380999999999,-18.390575,-23.367096,28.953739000000002,-10.318837,-16.836702,-8.7592211,28.952513,-10.318837,-16.835545,-104.93863999999999,28.955889000000003,-10.318837,-16.838449,-10.319,28.952181,-10.318837,-16.835007
31,1,CHEMBL186683,-10.109,-11.058,-0.41,-1.229,-2.574,-11.058,-5.947,-0.428,-2.11,-47.243,-5.19,0.568,0.0,-84.68299999999999,-52.433,1.3559999999999999,61.7331,1.0584,51.1534,-6.6905,-2.9707,91.1812,0.0,-90.9193,1.5589,-6.0882,0.0,-86.2611,0.0234,39.5848,41.922,0.0243,2.3128,-209.61,40.467,1.4179,1.5341,-43.419,1.8073,308.3548,1.6309,-83.85659799999999,-9.121460899999999,81.84314,-11.804258,-48.889587,-29.685335,81.859032,-12.346046000000001,-47.501759,-9.180031800000002,81.859215,-12.346046000000001,-47.501778,-133.89183,81.85895500000001,-12.346046000000001,-47.501865,-12.344987,81.859222,-12.346046000000001,-47.501328
32,1,CHEMBL186805,-11.683,-12.136,-0.391,-1.23,-2.737,-12.136,-6.711,-0.555,-1.7990000000000002,-53.895,-5.545,0.455,0.0,-99.811,-59.44,6.285,75.4157,2.3633,61.7399,-6.6778,-5.1623,95.4156,1.4463,-96.1763,1.4229,-5.0529,-1.2793,-93.3306,0.0597,47.2336,50.306000000000004,0.1049,2.9675,-251.53,46.1378,1.587,2.5454,-50.2703,1.8748,364.7562,1.6204,-86.527405,-9.885142300000002,142.01436,-11.867628999999999,-52.895798,-32.460644,142.02486000000002,-13.775695,-51.086456,-10.379956,142.02275,-13.775695,-51.086033,-149.07742,142.02333000000002,-13.775695,-51.085537,-13.773743,142.02556,-13.775695,-51.084965000000004
33,1,CHEMBL186948,-12.011,-11.562000000000001,-0.35,-1.124,-2.571,-11.562000000000001,-6.885,-0.307,-1.535,-55.617,-2.438,0.311,0.0,-93.661,-58.056000000000004,1.6909999999999998,43.1892,0.8453,44.2777,-6.9621,-11.5759,86.8375,0.0,-86.6753,1.4818,7.3167,0.0,-97.5966,0.0511,45.9609,48.77,0.9135,1.8956,-243.85,44.8948,3.1811,1.5147,-49.5905,0.9846,380.5603,1.4467,-108.41277,-9.2434778,87.376564,-11.894977,-44.367626,-34.111129999999996,87.37751,-14.225168,-42.970909000000006,-10.59319,87.37741899999999,-14.225168,-42.970974,-159.96822,87.38089000000001,-14.225168,-42.975082,-14.221718,87.378822,-14.225168,-42.971672
34,1,CHEMBL190225,-9.511000000000001,-9.883,-0.253,-0.8590000000000001,-2.119,-9.883,-6.566,0.0,-1.2819999999999998,-48.669,-1.983,0.698,-0.002,-72.555,-50.653,27.928,84.9677,8.5197,64.3781,-13.289000000000001,1.2171,88.7382,1.984,-86.4987,3.7971,4.2835,-2.0,-92.6049,0.5842,42.2277,56.39,5.6794,8.4829,-281.95,37.9733,6.2597,5.5114,-49.7444,2.1925,381.1957,2.9916,-104.60344,-8.883150099999998,-46.814696999999995,-13.742142000000001,-31.854260999999997,-29.921286,-46.810169,-16.637711,-29.146084000000002,-12.018791,-46.808933,-16.637711,-29.147799,-171.67519,-46.808727000000005,-16.637711,-29.150278000000004,-16.775999,-46.8078,-16.637711,-29.148001
