Number,Label,Name,minimizedAffinity,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf_ahb,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
11,1,CHEMBL103808,-7.803999999999999,-9.289,-0.32,-0.9840000000000001,-2.127,-9.289,-5.106,0.0,-2.707,-34.211999999999996,-0.615,0.327,0.0,-40.074,-34.828,2.129,45.153,1.3075,60.6422,-4.5722,-34.9653,80.4566,1.2982,-77.4988,1.0816,6.3660000000000005,-2.0,-93.0159,7.2897,40.8993,52.022,7.4139,3.7088,-260.11,31.8243,6.931,2.9127,-41.6679,0.0,338.4819,1.3338,-87.263588,-7.248184700000001,25.445564,-11.414738,-24.105925,-25.357206,25.472642999999998,-15.091606,-23.588165,-8.3608599,25.473381,-15.091606,-23.591117999999998,-149.70308,25.473404000000002,-15.091606,-23.589523,-15.092759,25.474312,-15.091606,-23.58993
12,1,CHEMBL104349,-9.79,-10.745,-0.43,-1.2570000000000001,-2.5469999999999997,-10.745,-4.633,-0.32,-3.7119999999999997,-36.51,-4.836,0.47100000000000003,0.0,-65.392,-41.346000000000004,2.812,62.3634,0.0,44.9018,-3.3713,3.9948,87.3658,0.0,-86.7738,1.2592,-7.2642,0.0,-80.4269,0.0,38.8969,43.69,1.5334,3.2597,-218.45,35.7679,2.5425,0.3752,-38.6856,0.9994,291.0107,1.633,-82.843971,-7.4119934999999995,156.17094,-10.85479,-33.708809,-23.086643,156.18358,-11.913654,-32.313891999999996,-9.222748800000002,156.18576000000002,-11.913654,-32.313904,-127.98241000000002,156.18643,-11.913654,-32.314907,-11.910528999999999,156.187,-11.913654,-32.314651
13,1,CHEMBL104658,-9.339,-9.488999999999999,-0.395,-1.14,-2.271,-9.488999999999999,-5.144,0.0,-2.83,-40.673,-0.873,0.65,0.0,-58.84,-41.54600000000001,10.880999999999998,65.4785,1.6731,45.428000000000004,-2.2604,3.6024,80.3194,1.0,-78.7991,1.0254,-3.0239,-1.0,-75.8184,0.1779,34.8215,37.996,0.4426,2.7319,-189.98,38.055,1.8987,0.3112,-40.2649,0.9806,302.3731,1.5109,-88.730614,-8.0508137,139.33368000000002,-10.437934,-34.682251,-25.685392,139.31956,-12.468397,-34.927139000000004,-8.0151567,139.31624,-12.468397,-34.924381,-126.97888,139.31665,-12.468397,-34.926323,-12.469787,139.3192,-12.468397,-34.92543
14,1,CHEMBL105400,-9.773,-9.241,-0.37,-1.081,-2.19,-9.241,-5.064,0.0,-2.7089999999999996,-38.791,-0.93,0.612,0.0,-54.357,-39.721,10.751,56.662,0.0,42.9601,-3.5819,1.1737,90.3648,0.0,-92.1362,1.5466,-6.4318,0.0,-86.8238,0.0254,33.6034,38.194,1.3422,3.2484,-190.97,37.9614,1.3692,0.1804,-39.5111,0.9606,296.3395,1.5035,-87.079712,-8.205550200000001,222.98293999999999,-11.663195,-37.688922999999996,-29.260489,222.95623999999998,-11.9795,-37.314938,-8.1149273,222.95491,-11.9795,-37.315212,-129.71057,222.95465,-11.9795,-37.315845,-11.970244000000001,222.95459,-11.9795,-37.31498
15,1,CHEMBL105863,-11.539000000000001,-11.054,-0.381,-1.171,-2.531,-11.054,-5.194,-0.302,-3.373,-42.653999999999996,-2.826,0.37200000000000005,0.0,-66.833,-45.48,4.988,74.0201,0.0,55.8924,-2.6662,-0.1659,92.1105,0.0,-94.9494,1.7497,-1.8241,0.0,-95.7747,0.0182,48.1655,53.413999999999994,1.4709,3.7776,-267.07,44.4233,2.2344,1.045,-47.7027,0.9297,365.3981,1.4195,-100.08934,-7.6265135,151.90636999999998,-11.946883,-32.151634,-27.664765999999997,151.92043,-13.739906,-30.845989000000003,-10.185752,151.91971,-13.739906,-30.846584000000004,-129.33456,151.92381,-13.739906,-30.851358,-13.736976,151.9236,-13.739906,-30.851271
16,1,CHEMBL105916,-10.135,-10.927,-0.39,-1.185,-2.522,-10.927,-4.963,-0.27899999999999997,-3.648,-38.658,-3.228,0.38,0.0,-54.667,-41.886,10.228,40.485,0.6992,43.2032,-2.0283,-17.5903,64.2288,1.0,-61.756,0.3075,4.3453,-1.0,-65.1587,0.1969,32.5524,40.49,6.9269,1.0107,-202.45,26.6439,6.5667,0.8156,-34.0261,0.8311,256.1142,1.6388,-75.82515699999999,-8.741615300000001,-29.941865999999997,-11.730029,-47.629311,-24.765806,-29.972788,-13.685051999999999,-45.879395,-8.449292199999999,-29.971128000000004,-13.685051999999999,-45.87941,-132.61626,-29.972459999999998,-13.685051999999999,-45.879444,-13.684404999999998,-29.972790000000003,-13.685051999999999,-45.88023
17,1,CHEMBL105976,-9.187999999999999,-9.789,-0.35,-1.062,-2.26,-9.789,-5.144,-0.249,-2.38,-41.136,-2.699,0.445,0.0,-60.672,-43.833999999999996,11.447000000000001,49.1446,0.1451,45.2119,-9.7489,-3.418,63.0639,0.0,-64.9979,1.0647,2.8413,-2.0,-68.67,1.8159,41.4816,50.482,7.8166,1.1838,-252.41,32.3591,6.6975,0.8362,-39.8928,0.0,335.135,1.8742,-97.47600600000001,-8.660305000000001,-50.790259999999996,-11.774818,-41.739315000000005,-24.58786,-50.798404999999995,-14.351595000000001,-40.806351,-9.919607199999998,-50.798351000000004,-14.351595000000001,-40.806343,-146.88226,-50.79694,-14.351595000000001,-40.80793,-14.349851000000001,-50.796413,-14.351595000000001,-40.806740000000005
18,1,CHEMBL106694,-9.577,-8.927,-0.28800000000000003,-0.905,-2.013,-8.927,-5.765,0.0,-2.398,-28.32,-0.011000000000000001,0.6579999999999999,-0.003,-28.63,-28.331,15.059000000000001,70.4122,0.0,53.9093,-7.1829,3.4697,80.508,0.0,-84.4266,1.8535,5.7977,0.0,-93.5863,0.0816,39.0583,47.138000000000005,1.0284,7.0513,-235.69,34.9153,5.9949,2.9576,-43.8678,0.0,365.1183,1.6918,-104.87598,-7.811631200000001,149.02872,-12.916024,-32.849773,-29.263067,148.9998,-14.265048,-31.929876,-10.655657000000001,148.99997,-14.265048,-31.92959,-143.071,148.99805,-14.265048,-31.927483000000002,-14.267460999999999,148.99924,-14.265048,-31.930056
19,1,CHEMBL106783,-12.152000000000001,-9.943,-0.355,-1.078,-2.295,-9.943,-5.5760000000000005,0.0,-2.55,-44.295,0.187,0.397,-0.027000000000000003,-66.445,-44.108000000000004,6.171,68.8553,0.0,50.3865,-2.5144,2.0882,99.195,0.0,-95.0477,1.3638,-5.7622,0.0,-90.5378,0.0,43.0467,49.571999999999996,2.465,4.0603,-247.86,39.3317,2.2586,1.4001,-42.9904,0.4081,341.51599999999996,1.4882,-113.75793999999999,-8.4780569,65.529884,-12.505651,-43.560623,-27.343739000000003,65.562599,-13.371375,-42.445640999999995,-10.897917,65.56420899999999,-13.371375,-42.445526,-147.14828,65.564484,-13.371375,-42.446533,-13.36909,65.56469,-13.371375,-42.445583
20,1,CHEMBL106997,-9.806000000000001,-8.5,-0.34,-0.9940000000000001,-2.015,-8.5,-4.256,-0.022000000000000002,-2.7310000000000003,-36.580999999999996,-0.7290000000000001,0.47100000000000003,-0.024,-53.619,-37.311,3.3760000000000003,66.2772,0.0,47.5725,-1.2849,2.1499,95.1925,0.0,-91.0245,0.8817,-7.0569,0.0,-84.8115,0.0,37.5489,41.6,0.8892,3.1618,-208.0,36.8222,1.6340000000000001,0.2052,-38.6613,0.9955,290.9138,1.633,-113.22431,-7.4661083,141.33742,-11.060833,-34.100388,-23.467857000000002,141.34465,-11.944617,-32.523327,-9.3463526,141.34578,-11.944617,-32.522858,-127.61521,141.34366,-11.944617,-32.523678000000004,-11.934292999999998,141.34335,-11.944617,-32.522659000000004
21,1,CHEMBL107342,-9.791,-7.907,-0.293,-0.879,-1.841,-7.907,-4.0360000000000005,0.0,-3.0860000000000003,-22.023000000000003,-0.602,0.40700000000000003,0.0,-23.829,-22.625,7.1129999999999995,46.8232,0.1792,44.8374,-1.6831,-13.3244,73.1729,0.9913,-70.5321,0.2271,8.0714,-1.0803,-79.0759,0.5891,38.61,42.074,2.7227,0.7413,-210.37,25.2728,2.8626,0.4755,-28.6109,0.0,233.7613,1.6481,-92.167191,-8.9387684,30.466865999999996,-11.954438,-49.578133,-24.905834,30.439581,-13.336058,-47.730927,-7.0779114000000005,30.442705,-13.336058,-47.734161,-133.04033,30.439493,-13.336058,-47.730888,-13.337071,30.439778999999998,-13.336058,-47.730984
22,1,CHEMBL107535,-9.452,-6.69,-0.248,-0.743,-1.557,-6.69,-2.865,0.0,-2.515,-40.745,2.133,0.40700000000000003,0.0,-44.846000000000004,-38.611999999999995,17.989,52.5568,0.1877,46.8539,-3.2068,-8.8482,74.8648,0.2964,-74.2881,0.2224,6.3183,-1.4033,-79.7343,0.2154,34.4227,40.51,5.3452,0.7421,-202.55,24.5895,5.4825,0.4472,-30.5191,0.8684,226.2425,1.6921,-98.572571,-8.381506,-7.884007,-11.732625,-42.892390999999996,-23.129721,-7.924007400000001,-13.505177,-40.624969,-7.1310515,-7.9193974,-13.505177,-40.630119,-136.5556,-7.921986599999999,-13.505177,-40.625336,-13.485422,-7.921309,-13.505177,-40.625969
23,1,CHEMBL108154,-10.571,-8.324,-0.396,-1.094,-2.0580000000000003,-8.324,-3.53,0.0,-3.563,-33.188,0.149,0.405,0.0,-45.943000000000005,-33.039,3.625,52.2007,1.6603,34.7679,-0.0396,2.7742,74.7126,1.0,-71.8341,0.0866,-3.4115,-1.0,-69.3689,0.1415,31.1691,32.726,0.0141,1.5428,-163.63,33.6246,1.053,0.0448,-34.7224,0.9999,221.3902,0.0,-79.264397,-6.571383999999999,-30.487776,-10.723733,-31.989807,-17.447021,-30.406652,-10.799572,-31.215259999999997,-6.881155499999999,-30.408045,-10.799572,-31.214363,-94.614037,-30.409571000000003,-10.799572,-31.213415,-10.805363,-30.4074,-10.799572,-31.215206
24,1,CHEMBL108396,-10.292,-8.232999999999999,-0.249,-0.8,-1.831,-8.232999999999999,-5.17,-0.102,-1.7590000000000001,-29.41,-2.0580000000000003,0.5760000000000001,0.0,-31.944000000000003,-31.467,12.273,71.6548,0.6985,64.8154,-3.5443,-14.6205,92.1909,0.0,-94.4349,1.7221,-0.8456,0.0,-99.3432,2.4057,44.6308,55.726000000000006,7.3409,3.7543,-278.63,44.6892,7.3774,3.1688,-55.2354,1.084,432.722,1.7553,-71.52176700000001,-7.6883602,-96.234161,-10.892061,-20.628273,-31.790209,-96.198006,-16.566520999999998,-19.095661,-8.1573887,-96.198669,-16.566520999999998,-19.096544,-147.55283,-96.19669300000001,-16.566520999999998,-19.096418,-16.561365,-96.196175,-16.566520999999998,-19.097217999999998
25,1,CHEMBL110091,-9.754,-8.437999999999999,-0.301,-0.915,-1.9480000000000002,-8.437999999999999,-4.9910000000000005,-0.028999999999999998,-2.2,-27.39,-1.361,0.35600000000000004,0.0,-25.488000000000003,-28.750999999999998,13.989,54.6737,0.4822,44.4,-2.3754,-4.4831,76.5322,0.8645,-75.3684,0.7573,1.1857,-0.9774,-76.6412,0.3105,28.4458,40.772,6.7966,5.5296,-203.86,31.8213,4.8371,5.3379,-41.9962,2.5799,273.3908,1.5967,-40.127163,-8.9765511,-56.053677,-11.612077000000001,-48.581703000000005,-25.253368,-56.164387,-14.005582999999998,-45.769295,-8.3806124,-56.164577,-14.005582999999998,-45.769816999999996,-139.16133,-56.16069399999999,-14.005582999999998,-45.770157,-13.991742000000002,-56.165886,-14.005582999999998,-45.761688
26,1,CHEMBL114559,-8.455,-8.943,-0.40700000000000003,-1.139,-2.186,-8.943,-3.9989999999999997,0.0,-3.049,-45.56399999999999,-1.024,0.537,0.0,-67.675,-46.589,5.209,29.5827,1.3451,42.0762,-2.6973,-26.92,59.4847,1.754,-54.9473,0.3813,3.0237,-1.9807,-58.5565,0.3296,35.1007,38.82,2.3501,1.3693,-194.1,22.4307,2.0908,0.5447,-25.0662,0.0,205.2267,1.7286,-88.564583,-7.7740010999999996,-69.3526,-11.438497,-38.267025,-20.10236,-69.34380300000001,-11.760502,-36.441143,-5.9832358,-69.34607700000001,-11.760502,-36.445221000000004,-117.12876999999999,-69.34638199999999,-11.760502,-36.444393,-11.759721,-69.344185,-11.760502,-36.440773
27,1,CHEMBL116350,-9.017000000000001,-10.062000000000001,-0.457,-1.2819999999999998,-2.46,-10.062000000000001,-4.361000000000001,-0.32,-3.3930000000000002,-45.861000000000004,-1.633,0.5489999999999999,0.0,-73.44,-47.494,4.891,47.4361,0.0,44.6804,-3.4525,-10.5469,57.4794,0.0,-58.3784,0.467,1.9466,0.0,-60.9532,0.1138,34.7494,40.364000000000004,2.4075,3.2072,-201.82,27.2575,1.0919,3.0283,-31.3778,0.0,255.0762,1.5415,-96.75341800000001,-7.5812407,-86.977692,-12.206732,-34.339886,-20.617207999999998,-86.94278,-12.478015,-31.982895000000003,-6.626637,-86.943665,-12.478015,-31.982639000000002,-118.52016,-86.942192,-12.478015,-31.983065000000003,-12.4715,-86.942047,-12.478015,-31.982845
28,1,CHEMBL116474,-7.462999999999999,-9.15,-0.508,-1.3319999999999999,-2.352,-9.15,-3.5610000000000004,-0.32,-3.577,-40.427,-2.114,0.647,0.0,-64.868,-42.541000000000004,5.459,58.7967,2.597,45.75899999999999,-3.3892,-3.3297,73.7596,2.0,-68.9345,0.6073,-5.2555,-2.0,-61.7967,0.1337,30.7527,31.874000000000002,0.6018,0.5196,-159.37,26.73,0.3999,0.4223,-27.5522,0.0,219.9013,1.4282,-70.47058100000001,-7.1139841,-62.930367000000004,-10.826979,-39.803974,-17.041817,-62.949222999999996,-9.9750109,-38.343959999999996,-5.8254867,-62.949402,-9.9750109,-38.344082,-90.543137,-62.949955,-9.9750109,-38.343533,-9.9723463,-62.95026800000001,-9.9750109,-38.343788
29,1,CHEMBL121820,-8.815,-9.354,-0.32299999999999995,-0.991,-2.142,-9.354,-5.41,-0.22399999999999998,-2.8560000000000003,-28.349,-3.165,1.028,0.0,-35.215,-31.514,5.766,38.1359,0.0718,58.1005,-7.2312,-34.5927,91.1154,0.9,-90.7848,1.3191,4.7182,-2.1284,-95.7485,0.0,49.3434,62.08,10.3735,2.3631,-310.4,33.358000000000004,11.4639,2.1325,-46.9544,1.8986,361.8216,2.8125,-69.197517,-7.2581854,84.505463,-10.90077,-24.121428,-26.660940000000004,84.462326,-15.362094,-21.534395,-8.293390299999999,84.468613,-15.362094,-21.546021,-131.50607,84.462074,-15.362094,-21.533144,-15.378767999999999,84.457115,-15.362094,-21.527033
30,1,CHEMBL121835,-8.865,-9.458,-0.45,-1.2429999999999999,-2.338,-9.458,-4.667,-0.32,-3.025,-30.979,-3.44,0.618,0.0,-48.674,-34.419000000000004,4.691,52.2648,0.0,40.9511,-1.8630000000000002,-2.18,65.0705,0.0,-65.7785,0.3702,3.3044,0.0,-70.0939,0.0,39.2894,41.438,0.6503,1.4983,-207.19,39.3164,0.2056,1.3815,-40.9035,0.9986,304.3897,1.3771,-73.513145,-7.0186682000000005,50.819492,-10.628416,-30.419302000000002,-19.926514,50.805656,-11.175245,-29.635408,-6.2852087,50.805122,-11.175245,-29.635563,-96.837685,50.80299,-11.175245,-29.635103000000004,-11.180705,50.8046,-11.175245,-29.634366999999997
31,1,CHEMBL121881,-7.247999999999999,-7.535,-0.222,-0.718,-1.665,-7.535,-4.208,-0.293,-2.448,-13.308,-2.735,0.517,-0.027000000000000003,-12.469000000000001,-16.042,21.835,7.4549,0.6291,36.1039,-14.0595,-28.7576,62.6938,0.0,-65.7005,3.7248,9.7785,-1.7718,-77.3285,0.7877,38.18,50.522,7.3178,5.0242,-252.61,33.8735,8.4373,1.3774,-43.6882,1.7717,302.1971,1.1977,-63.177277000000004,-6.632187400000001,-60.554947,-12.865114,-14.629387,-27.354153000000004,-60.569775,-14.187702,-13.52873,-8.3557682,-60.568794,-14.187702,-13.517851,-140.16518,-60.569343999999994,-14.187702,-13.525770000000001,-14.18144,-60.570831000000005,-14.187702,-13.523097
32,1,CHEMBL123636,-9.1,-9.961,-0.433,-1.232,-2.4090000000000003,-9.961,-5.04,-0.32,-2.6639999999999997,-35.039,-4.324,0.46399999999999997,0.0,-58.388000000000005,-39.361999999999995,2.8760000000000003,67.2096,1.3164,48.2365,-1.4319,0.9998,76.4791,0.9913,-74.6516,0.6018,-5.507000000000001,-0.8917,-70.68,0.1855,39.5967,43.278,3.0024,0.679,-216.39,39.7441,2.7998,0.6501,-43.193999999999996,0.9997,325.6903,1.4574,-71.76753199999999,-7.504087400000001,84.190247,-11.350327,-34.532761,-20.675529,84.18445600000001,-12.230450999999999,-33.450111,-8.6028795,84.18611899999999,-12.230450999999999,-33.452187,-113.62443999999999,84.179939,-12.230450999999999,-33.44598,-12.233117,84.182045,-12.230450999999999,-33.4464
33,1,CHEMBL123639,-9.517000000000001,-9.95,-0.452,-1.2670000000000001,-2.432,-9.95,-4.843999999999999,-0.32,-3.0589999999999997,-36.618,-3.556,0.637,0.0,-57.391999999999996,-40.174,10.078,65.5,1.0799,49.6595,-1.3635,-2.4982,73.2346,0.9279999999999999,-70.9453,0.2648,-1.1003,-1.0,-69.1262,0.10800000000000001,40.4139,42.644,2.0272,0.2029,-213.22,38.3415,1.8953,0.1807,-40.4175,0.9961,301.71,1.4412,-84.768066,-7.0715575,64.828514,-10.985614,-30.894140000000004,-24.920154999999998,64.831665,-11.550946000000001,-29.279373,-7.4711213,64.827934,-11.550946000000001,-29.275843,-119.21376000000001,64.831978,-11.550946000000001,-29.281121999999996,-11.54468,64.832169,-11.550946000000001,-29.279116
