Number,Label,Name,minimizedAffinity,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf_ahb,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
11,1,111,-7.595,-5.957,-0.314,-0.837,-1.51,-5.957,-2.061,-0.524,-1.584,-30.97,-5.771,0.626,0,-53.852,-36.741,4.151,53.9192,14.691,31.735,-5.9089,1.5015,62.5064,5.0056,-48.4754,1.6413,-4.2803,-7.2031,-39.6385,2.7938,26.7266,29.514,1.302,1.4854,-147.57,32.5499,1.7523,0.2652,-34.5673,6.0935,107.9471,1.5214,-62.266739,-6.1736603,-78.282768,-13.394388,-36.827896,-8.7999163,-78.299904,-10.936762,-35.631252,-3.4796767,-78.299904,-10.936762,-35.631252,-76.816872,-78.299904,-10.936762,-35.631256,-10.902267,-78.299904,-10.936762,-35.631245
12,1,112,-6.987,-5.571,-0.293,-0.782,-1.412,-5.571,-1.741,-0.127,-1.48,-29.883,-7.815,0.443,0,-59.929,-37.698,0.143,56.7891,13.1705,34.0624,-5.5602,2.343,65.6641,5.9178,-48.8048,2.0526,-3.8262,-7.7576,-39.6907,0.6123,25.9162,28.848,0.3379,2.5938,-144.24,35.3591,0.274,0.4367,-36.0697,4.8459,123.1132,0,-64.106873,-6.3637557,-62.857941,-11.328977,-39.224857,-9.8141994,-62.942856,-11.026448,-37.589806,-5.4709039,-62.942856,-11.026448,-37.589806,-88.100281,-62.942856,-11.026448,-37.589806,-10.973887,-62.942856,-11.026448,-37.589806
13,1,113,-7.321,-6.452,-0.307,-0.848,-1.595,-6.452,-1.443,-0.45,-1.668,-25.734,-14.257,0.534,0,-68.131,-39.99,3.73,43.9703,7.487,28.6907,-5.2227,2.2562,51.1141,4.0731,-39.9375,2.2153,-2.6336,-6.1854,-31.6451,0.936,22.0319,25.516,0.0135,3.4706,-127.58,30.4454,0.2998,1.4269,-32.1721,4.614,96.4203,0,-94.939201,-6.2775187,-129.61955,-11.609749,-38.844204,-11.146218,-129.71756,-10.27999,-37.908791,-5.833993,-129.71758,-10.27999,-37.908775,-117.10901,-129.71733,-10.27999,-37.909245,-10.286282,-129.71736,-10.27999,-37.909222
14,1,114,-8.227,-7.271,-0.346,-0.955,-1.798,-7.271,-1.626,-0.593,-1.892,-25.807,-16.023,0.534,0,-75.895,-41.83,4.218,57.5363,13.4753,34.7518,-5.6947,1.972,63.2968,5.6473,-47.5855,2.2477,-3.3368,-7.7609,-39.5941,1.989,25.7092,28.668,0.0801,2.8787,-143.34,33.3113,0.0765,0.462,-33.8499,4.7748,106.1701,0,-90.848488,-6.2436781,-120.52743,-11.979924,-36.360016,-12.596417,-120.64243,-10.822249,-34.4939,-5.5187273,-120.64243,-10.822249,-34.4939,-112.05879,-120.64243,-10.822249,-34.4939,-10.800641,-120.64243,-10.822249,-34.4939
15,1,115,-7.275,-6.177,-0.281,-0.787,-1.51,-6.177,-1.732,-0.411,-1.313,-29.526,-11.042,0.447,-0.035,-69.075,-40.569,2.282,50.0604,13.839,28.9908,-3.9366,0.2957,54.8329,5,-40.1131,1.751,-6.967,-5.8931,-27.6999,0.5092,23.1647,27.48,0.0013,4.314,-137.4,35.5577,0.3328,0.386,-36.2765,5.8676,95.7148,0,-62.069836,-6.3443832,-144.27443,-11.967532,-38.133972,-10.574509,-144.31783,-11.922378,-36.881248,-5.4399085,-144.31783,-11.922378,-36.881248,-73.554596,-144.31783,-11.922378,-36.881248,-11.909492,-144.31783,-11.922378,-36.881248
16,1,116,-7.969,-6.506,-0.296,-0.829,-1.59,-6.506,-1.716,-0.406,-1.584,-29.235,-12.182,0.488,0,-66.64,-41.417,4.183,60.4155,19.1114,34.6983,-9.1037,2.6977,69.2664,8.2414,-47.6226,2.6438,-5.1226,-10.0935,-36.4556,0.6243,26.8586,29.68,0.807,2.0144,-148.4,30.4254,2.5212,0.4475,-33.3941,6.5573,96.5885,2.0656,-74.395378,-6.7131362,-128.31989,-14.486068,-41.569302,-9.366889,-128.3822,-12.54081,-41.396534,-4.2520642,-128.3822,-12.54081,-41.396534,-109.78576,-128.3822,-12.54081,-41.396534,-12.541121,-128.3822,-12.54081,-41.396534
17,1,117,-8.065,-5.652,-0.269,-0.743,-1.398,-5.652,-1.458,-0.127,-1.904,-30.088,-7.914,0.528,0,-59.328,-38.002,2.651,52.7082,11.0321,33.614,-5.6644,1.1212,67.7108,6.9663,-48.7466,2.5726,-3.8268,-8.4229,-39.5168,1.5362,26.8444,31.424,0.0724,4.5072,-157.12,35.8104,0.1363,1.9819,-37.9286,5.8581,110.1071,0,-52.669834,-6.261404,-36.531445,-13.676398,-36.4016,-11.750751,-36.465595,-11.138958,-36.176132,-4.8429871,-36.465595,-11.138958,-36.176132,-89.723549,-36.465595,-11.138958,-36.176132,-11.029261,-36.465595,-11.138958,-36.176132
18,1,118,-7.398,-6.181,-0.294,-0.812,-1.528,-6.181,-1.244,-0.316,-1.702,-26.687,-13.864,0.528,-0.033,-63.916,-40.55,1.642,38.1647,6.2433,27.7268,-8.8128,2.6097,55.7066,4.8307,-40.2724,3.1682,-7.3811,-4.9512,-28.0856,0.5454,23.9894,28.94,0.256,4.6946,-144.7,33.6729,0.1845,0.9543,-34.8116,4.9198,110.253,0,-53.959991,-6.4069042,-7.5885334,-14.681314,-38.330418,-10.123067,-7.5626035,-11.04929,-38.220943,-5.0452871,-7.5626035,-11.04929,-38.220943,-72.054832,-7.5626035,-11.04929,-38.220943,-11.058454,-7.5626035,-11.04929,-38.220943
19,1,119,-7.139,-5.765,-0.288,-0.782,-1.443,-5.765,-1.784,-0.127,-1.529,-31.136,-8.23,0.466,0,-61.609,-39.366,2.622,48.1099,12.0622,30.1337,-4.1568,-1.2293,53.5996,3.848,-42.3727,1.7753,-7.5571,-4.5254,-30.8317,0.3436,25.414,30.858,1.6694,3.7745,-154.29,34.1534,2.1155,1.5258,-37.7947,5.2846,125.3354,0,-63.84367,-6.1660714,-52.738361,-11.371366,-35.313038,-10.793206,-52.745338,-10.105376,-34.769886,-5.5384555,-52.745338,-10.105376,-34.769886,-82.523872,-52.745338,-10.105376,-34.769886,-10.056485,-52.745338,-10.105376,-34.769886
20,1,120,-7.135,-5.758,-0.274,-0.756,-1.424,-5.758,-1.61,-0.167,-1.305,-32.866,-10.146,0.577,-0.087,-59.783,-43.011,2.53,49.0215,6.7843,34.1762,-4.1436,-0.6115,63.8621,4,-52.5701,1.9827,-6.7956,-5.4856,-41.7751,0.766,25.6431,27.734,0.0572,2.0337,-138.67,31.2459,0.0319,0.0461,-31.324,3.9209,130.8398,1,-53.319584,-6.0698977,26.058729,-10.093825,-29.302717,-10.754148,26.079882,-11.458396,-28.718937,-4.3086004,26.079882,-11.458396,-28.718937,-63.6814,26.079882,-11.458396,-28.718937,-11.44908,26.079882,-11.458396,-28.718937
21,1,121,-8.009,-6.311,-0.301,-0.829,-1.56,-6.311,-1.6,-0.183,-2.041,-33.712,-8.37,0.526,-0.072,-61.997,-42.082,4.321,37.8324,8.6864,30.3065,-9.9561,-2.5694,56.6588,4.4356,-44.2263,1.9398,-4.4302,-6.5451,-36.76,0.9422,21.5628,25.546,0.061,3.9222,-127.73,31.2391,0.6957,1.5622,-33.497,4.7321,104.3744,0,-75.511963,-6.4577651,-44.076767,-12.134459,-37.74712,-11.878331,-44.433918,-12.162202,-35.833351,-5.7272916,-44.433918,-12.162202,-35.833351,-101.76589,-44.433918,-12.162202,-35.833351,-12.246943,-44.433918,-12.162202,-35.833351
22,1,201,-8.314,-7.094,-0.273,-0.808,-1.666,-7.094,-2.162,-0.357,-1.708,-34.603,-10.639,0.459,0,-72.718,-45.242,4.311,44.1593,10.5319,27.917,-5.2698,0.5114,63.6452,5.528,-49.4228,1.2826,-8.9647,-6.8291,-36.2268,0.6704,26.4591,28.054,0.3143,1.2806,-140.27,26.6043,0.4114,1.2483,-28.2639,5.0916,111.253,2.8276,-83.294922,-6.3546534,-130.65111,-12.418816,-34.92345,-16.467432,-130.64479,-14.133471,-33.705261,-7.1555619,-130.64479,-14.133471,-33.705261,-143.66588,-130.64479,-14.133471,-33.705261,-14.138163,-130.64482,-14.133471,-33.705242
23,1,202,-8.886,-7.111,-0.284,-0.832,-1.685,-7.111,-2.073,-0.482,-1.601,-32.773,-12.014,0.498,-0.012,-72.352,-44.786,2.83,45.243,5.1945,30.6667,-2.0971,-0.0211,51.5656,2.4155,-45.0128,0.4388,-5.3121,-3.4356,-37.1033,0.5169,25.602,26.462,0.3733,0.4867,-132.31,24.1152,0.4312,0.3029,-24.8494,3.2376,118.0698,2.0541,-74.791283,-6.4779162,-119.62398,-11.411691,-39.199902,-14.5365,-119.40234,-10.776072,-38.973312,-4.8133411,-119.40234,-10.776072,-38.973312,-128.09138,-119.40234,-10.776072,-38.973309,-11.033917,-119.40234,-10.776072,-38.973309
24,1,203,-8.97,-7.634,-0.294,-0.87,-1.793,-7.634,-2.099,-0.651,-1.49,-33.22,-14.534,0.459,-0.012,-77.88,-47.754,1.674,40.7818,6.0343,30.7833,-4.9098,-2.6698,57.4689,4.2031,-48.5613,1.4883,-10.0679,-7.4939,-32.4917,0.4567,29.5551,32.146,1.6988,0.8921,-160.73,22.8426,1.5459,0.7427,-25.1312,4.459,102.5368,2.8276,-111.36604,-6.7593489,-138.53152,-12.628323,-41.710384,-14.755909,-138.16428,-13.572033,-41.549,-6.2328053,-138.16428,-13.572033,-41.549,-147.0184,-138.16428,-13.572033,-41.549,-13.817325,-138.16428,-13.572033,-41.548996
25,1,205,-8.298,-6.298,-0.286,-0.802,-1.539,-6.298,-2.127,-0.51,-1.737,-31.78,-6.437,0.633,-0.003,-56.335,-38.216,3.419,42.9188,5.3677,31.5178,-3.7918,-1.9941,56.032,2.768,-49.0382,0.7857,-6.0233,-2.8511,-40.3195,0.2932,25.9565,28.202,0.1335,2.112,-141.01,21.188,0.0151,1.8887,-23.0918,2.8504,110.7336,1.9001,-60.791012,-6.2802129,-47.180244,-10.45547,-37.435394,-15.130973,-47.014553,-11.799235,-35.842972,-3.73908,-47.014668,-11.799235,-35.842834,-82.782494,-47.014668,-11.799235,-35.842838,-11.796223,-47.014442,-11.799235,-35.84322
26,1,206,-8.65,-7.325,-0.318,-0.906,-1.771,-7.325,-1.738,-1.006,-1.708,-30.297,-12.9,0.577,0,-67.197,-43.197,3.433,42.9052,10.5576,27.6333,-4.1397,-1.5085,60.9897,4.9262,-47.68,0.7837,-8.1316,-5.7248,-36.519,0.5581,27.6986,28.924,0,1.2254,-144.62,28.6811,0.2488,1.181,-30.1109,4.6749,122.5114,2.077,-78.960739,-6.2015305,-90.301788,-11.624947,-37.851276,-14.507653,-90.366821,-10.311815,-36.675014,-4.0840096,-90.366821,-10.311815,-36.675014,-111.17062,-90.366821,-10.311815,-36.675014,-10.23114,-90.366821,-10.311815,-36.675014
27,1,207,-8.634,-5.745,-0.18,-0.57,-1.286,-5.745,-1.315,-0.912,-1.006,-35.726,-8.487,0.548,0,-64.564,-44.212,2.175,44.4705,11.3891,28.9484,-6.2071,-0.5155,60.3074,4.6315,-49.7146,1.7676,-9.9597,-6,-35.5168,1.0261,29.7093,31.584,0.2808,1.5938,-157.92,24.6246,0,1.4801,-26.1047,4.177,102.9999,2.1006,-71.118111,-6.8591323,-48.125206,-11.464355,-43.526653,-12.203166,-48.094326,-11.015837,-41.378704,-5.4531188,-48.094322,-11.015837,-41.378704,-98.561058,-48.094326,-11.015837,-41.378704,-10.969858,-48.094322,-11.015837,-41.378704
28,1,208,-8.431,-6.163,-0.205,-0.638,-1.4,-6.163,-1.309,-0.902,-1.142,-33.062,-10.961,0.487,0,-66.527,-44.023,5.751,49.9768,9.5624,31.5769,-3.197,0.1931,53.7296,2.6663,-47.9403,1.2653,-5.3154,-4.5967,-39.2243,0.2668,29.7352,30.776,0.3222,0.7186,-153.88,26.7317,0.2471,0.7096,-27.6884,3.539,139.6053,2.3225,-65.605034,-6.9459724,-186.95386,-12.262436,-42.694225,-15.333761,-186.88947,-13.110131,-41.662014,-4.0748258,-186.88947,-13.110131,-41.662014,-94.572395,-186.88947,-13.110131,-41.662014,-13.095465,-186.88947,-13.110131,-41.66201
29,1,210,-8.819,-6.56,-0.234,-0.711,-1.514,-6.56,-1.044,-0.655,-1.559,-30.556,-14.533,0.41,-0.004,-70.113,-45.089,2.666,51.1035,6.197,33.2961,-1.9208,1.0453,58.1574,3.904,-48.2193,0.9901,-8.0904,-4.2758,-36.7751,0.3241,28.3497,32.188,0.5731,3.2652,-160.94,23.7719,0.2433,2.9049,-26.9201,3.8239,121.7549,2.1785,-73.373306,-7.0591426,-124.62115,-11.985094,-44.024696,-14.664004,-124.78688,-13.800924,-42.958664,-3.9918358,-124.78633,-13.800924,-42.959179,-103.56781,-124.78676,-13.800924,-42.959011,-13.459572,-124.78677,-13.800924,-42.958977
30,1,211,-8.511,-6.683,-0.23,-0.708,-1.53,-6.683,-1.186,-0.783,-1.516,-32.725,-13.011,0.389,0,-71.19,-45.736,2.627,42.1567,10.8987,33.6043,-8.2027,-6.7453,54.661,4.0062,-48.4663,3.062,-4.5274,-4.2952,-42.9903,2.4745,27.6988,31.63,1.4457,2.4856,-158.15,25.9605,0.3212,2.0088,-28.2906,3.6452,135.23,2.0259,-67.430336,-6.8881078,-109.5497,-11.729589,-41.635517,-15.957812,-109.45079,-11.698585,-41.488461,-5.139102,-109.45079,-11.698585,-41.488461,-136.05319,-109.45079,-11.698585,-41.488464,-11.891568,-109.45079,-11.698585,-41.488461
31,1,212,-6.808,-6.465,-0.294,-0.823,-1.58,-6.465,-1.536,-0.659,-1.716,-30.709,-10.269,0.543,-0.021,-64.544,-40.978,1.48,26.2107,11.9658,30.0962,-4.7355,-22.4018,52.1321,2.9913,-44.4884,0.7989,-1.7506,-3,-41.1556,0.3917,23.188,24.59,0.093,1.3091,-122.95,22.0652,0.3103,1.3803,-23.7558,4.0138,92.0126,2.303,-84.632332,-6.3682513,-111.84357,-11.672316,-35.809067,-14.28897,-111.81364,-12.390072,-35.401375,-5.238709,-111.81364,-12.390072,-35.401375,-103.371,-111.81364,-12.390072,-35.401375,-12.377472,-111.81364,-12.390072,-35.401375
32,1,213,-7.882,-6.846,-0.311,-0.872,-1.673,-6.846,-0.867,-0.912,-2.057,-22.954,-15.085,0.401,0,-60.67,-38.039,3.675,50.2819,16.0649,29.1277,-4.9425,-0.8911,51.5375,4.8514,-39.1774,1.1987,-4.499,-5.7212,-28.2802,0.4246,22.4218,26.134,1.4725,2.2396,-130.67,27.4015,1.3273,2.1755,-30.9043,5.7702,97.6565,2.0602,-62.445885,-6.1548314,-108.29108,-12.058371,-35.105202,-15.888374,-108.24294,-11.913841,-34.382805,-4.9454722,-108.24294,-11.913841,-34.382801,-91.484177,-108.24294,-11.913841,-34.382801,-11.832695,-108.24294,-11.913841,-34.382805
33,1,301,-7.16,-6.515,-0.383,-0.985,-1.7,-6.515,-1.164,-0.387,-2.714,-19.68,-8.441,0,0,-44.658,-28.12,1.946,37.2076,7.8678,21.9398,-1.6627,0.8352,45.0827,4.434,-32.4294,0.4084,-5.4051,-4.8895,-23.8297,0.3582,18.9705,21.598,0.2316,2.3959,-107.99,22.9969,0.4381,2.2807,-25.7156,4.5283,75.0799,1.4348,-63.917,-5.6136074,6.9278836,-9.9060163,-30.294153,-15.327867,7.0293684,-9.1774321,-30.04974,-4.865344,7.029366,-9.1774321,-30.049736,-91.591866,7.0293703,-9.1774321,-30.049742,-9.166647,7.0293736,-9.1774321,-30.049747
34,1,302,-6.804,-5.968,-0.351,-0.903,-1.557,-5.968,-1.574,-0.592,-2.266,-20.787,-9.482,0.925,0,-45.392,-30.269,2.471,33.032,1.9354,23.6349,-2.6162,1.2148,43.2729,2,-37.4629,0.1385,-5.0485,-1.8848,-31.8011,0.2821,18.0222,20.108,0.0058,2.0799,-100.54,23.3375,0.0946,0.9105,-24.3427,3.6517,96.2908,1.7969,-49.510525,-5.7720604,-101.33177,-9.1249914,-29.743898,-16.884668,-101.44794,-9.2669058,-29.908516,-4.1454196,-101.44794,-9.2669058,-29.908516,-77.008438,-101.44794,-9.2669058,-29.908514,-9.2970142,-101.44794,-9.2669058,-29.908514
35,1,303,-6.589,-6.266,-0.448,-1.079,-1.722,-6.266,-0.409,-0.864,-2.493,-18.433,-13.207,0.433,-0.03,-46.863,-31.64,0.266,41.2687,4.2398,26.5267,-0.6729,1.2276,40.8534,2.832,-32.7414,0.1924,-7.013,-4.8519,-22.2892,0.5204,22.8183,23.564,0.0076,0.7381,-117.82,22.5605,0.0966,0.6975,-23.3545,4.4034,48.9498,1,-72.360382,-5.2458653,-16.238657,-10.460999,-27.047926,-11.627564,-16.374399,-8.756505,-25.549398,-3.5538616,-16.374399,-8.756505,-25.549398,-84.767517,-16.374399,-8.756505,-25.5494,-8.7474651,-16.374399,-8.756505,-25.549402
36,1,304,-7.063,-7.284,-0.405,-1.06,-1.872,-7.284,-1.238,-1.154,-2.301,-22.617,-11.628,0.283,0,-53.849,-34.245,2.329,28.976,4.5543,23.0305,-5.0842,-2.161,45.4662,3.8775,-34.3791,0.3883,-6.6129,-4.7978,-23.4275,0.2991,20.0448,20.37,0.091,0.2342,-101.85,21.2538,0.0383,0.0492,-21.3413,3.928,77.7703,2.4834,-63.403008,-5.6562252,-56.099941,-10.902449,-34.555668,-11.315469,-56.062492,-9.2613077,-33.40929,-4.4953375,-56.062492,-9.2613077,-33.40929,-87.213997,-56.062492,-9.2613077,-33.40929,-9.2282934,-56.062492,-9.2613077,-33.40929
37,1,306,-6.28,-6.522,-0.502,-1.18,-1.83,-6.522,-0.706,-0.517,-2.76,-17.512,-11.027,0,-0.01,-46.918,-28.539,1.443,28.0474,6.8403,17.8748,-3.8172,0.4465,38.6063,3.304,-29.1179,1.3536,-3.4852,-5,-21.5633,0.2532,16.7708,19.58,0.2497,2.5595,-97.9,28.3791,0.1783,0.3166,-28.874,4.9491,58.6662,0,-63.153717,-4.9485626,-105.65057,-10.914033,-26.759933,-6.8499026,-105.70374,-9.5931473,-26.114511,-3.3508663,-105.70374,-9.5931473,-26.114511,-64.80439,-105.70374,-9.5931473,-26.114511,-9.4831038,-105.70374,-9.5931473,-26.114511
38,1,307,-7.448,-7.072,-0.416,-1.07,-1.845,-7.072,-1.377,-0.955,-2.512,-24.25,-10.944,0.626,0,-54.522,-35.194,2.117,47.2004,9.5995,27.8151,-1.6331,0.9882,50.2757,4.376,-37.2324,0.0499,-3.4508,-5.9557,-30.6566,1.6315,24.3788,24.69,0.0009,0.3103,-123.45,21.0943,0.0743,0.1008,-21.2695,3.5664,74.9447,1.9105,-71.498413,-5.7942176,-75.256477,-10.328366,-35.350319,-11.304646,-75.215042,-10.347383,-34.544605,-3.3846264,-75.215042,-10.347383,-34.544605,-76.250183,-75.215042,-10.347383,-34.544605,-10.381186,-75.215042,-10.347383,-34.544605
